SCORE:     score     fa_atr     fa_rep     fa_sol    fa_intra_rep    fa_intra_sol_xover4    lk_ball_wtd    fa_elec    pro_close    hbond_sr_bb    hbond_lr_bb    hbond_bb_sc    hbond_sc    dslf_fa13      omega     fa_dun    p_aa_pp    yhh_planarity        ref    rama_prepro    Filter_Stage2_aBefore    Filter_Stage2_bQuarter    Filter_Stage2_cHalf    Filter_Stage2_dEnd    co        rms     maxsub    clashes_total    clashes_bb       time description
SCORE:  -334.648   -724.195     76.371    517.059           1.159                 25.736        -23.567   -226.583        0.374        -84.185         -0.651         -7.374     -18.665        0.000      9.530    148.898    -10.598            0.152    -11.210         -6.898                    0.000                     0.000                  0.000                 0.000 12.051      0.982    117.000            0.000         0.000    407.000  S_00000018
SCORE:  -335.977   -724.697     76.641    511.323           1.201                 26.812        -23.466   -223.127        0.606        -83.668         -1.961        -10.560     -22.774        0.000     10.298    155.501     -9.555            0.355    -11.210         -7.695                    0.000                     0.000                  0.000                 0.000 12.167      0.974    117.000            0.000         0.000    409.000  S_00000010
SCORE:  -315.164   -676.360     68.708    486.087           1.123                 24.770        -24.497   -213.399        0.415        -85.337         -1.038         -6.893     -14.068        0.000      6.743    143.861     -8.625            0.191    -11.210         -5.637                    0.000                     0.000                  0.000                 0.000 12.829      9.919     70.000            0.000         0.000    437.000  S_00000015
SCORE:  -333.579   -715.666     77.274    509.675           1.198                 27.378        -21.832   -238.814        0.253        -81.937         -2.194        -11.026     -19.663        0.000      8.435    161.113     -9.163            0.067    -11.210         -7.466                    0.000                     0.000                  0.000                 0.000 11.689      1.915    117.000            0.000         0.000    435.000  S_00000020
SCORE:  -333.081   -701.188     70.083    492.216           1.186                 25.161        -25.022   -216.424        0.400        -86.655         -1.612         -7.653     -11.990        0.000      8.829    148.682    -10.756            0.133    -11.210         -7.263                    0.000                     0.000                  0.000                 0.000 11.592      1.715    117.000            0.000         0.000    440.000  S_00000022
SCORE:  -337.757   -713.415     71.790    497.172           1.210                 23.501        -23.242   -211.189        0.449        -86.983         -1.318         -7.951     -16.145        0.000      9.355    148.999     -9.731            0.240    -11.210         -9.290                    0.000                     0.000                  0.000                 0.000 11.627      1.983    117.000            0.000         0.000    460.000  S_00000023
SCORE:  -345.588   -729.124     80.431    516.102           1.197                 26.731        -24.106   -231.686        0.355        -87.249         -1.358        -10.246     -18.399        0.000      8.656    153.699     -9.446            0.203    -11.210        -10.140                    0.000                     0.000                  0.000                 0.000 11.950      1.220    117.000            0.000         0.000    251.000  S_00000024
SCORE:  -315.653   -687.719     74.827    504.105           1.231                 26.453        -21.291   -232.138        0.359        -76.631         -2.357        -11.189     -21.299        0.000      7.637    156.474     -9.900            0.652    -11.210        -13.659                    0.000                     0.000                  0.000                 0.000 10.953      4.320    102.000            0.000         0.000    248.000  S_00000025
SCORE:  -318.845   -706.205     72.840    500.602           1.194                 23.667        -22.912   -215.282        0.216        -86.710         -1.262         -6.156     -15.613        0.000      8.563    155.835     -8.328            0.138    -11.210         -8.223                    0.000                     0.000                  0.000                 0.000 11.220      2.086    117.000            0.000         0.000    283.000  S_00000003
SCORE:  -349.587   -727.801     78.852    513.252           1.124                 24.741        -22.602   -231.025        0.233        -85.223         -0.972         -9.107     -15.023        0.000      9.943    147.888    -11.307            0.269    -11.210        -11.619                    0.000                     0.000                  0.000                 0.000 12.155      0.988    117.000            0.000         0.000    288.000  S_00000009
